"Data","Sex","method","cod","result"
"BR1","m","BH1","3507",1.2146544974957
"BR1","m","BH1","3508",0.862334280350215
"BR1","m","BH1","3509",0.943920432161684
"BR1","m","BH1","3510",1.07066192013562
"BR1","m","BH1","3511",1.12946795450973
"BR1","m","BH1","3512",1.15427748854771
"BR1","m","BH1","3513",1.1317798417106
"BR1","m","BH1","3514",1.53038495101123
"BR1","m","BH1","3515",0.856861470835152
"BR1","m","BH1","4101",0.725189975749809
"BR1","m","BH1","4102",0.758375783630549
"BR1","m","BH1","4103",0.885558587070333
"BR1","m","BH1","4104",0.822176955668696
"BR1","m","BH1","4105",0.963594724219969
"BR1","m","BH1","4106",0.601871660163779
"BR1","m","BH1","4107",0.652832930147305
"BR1","m","BH1","4108",0.771715804058306
"BR1","m","BH1","4109",0.91591190468212
"BR1","m","BH1","4110",1.24981970626509
"BR1","m","BH1","4201",0.814945346925305
"BR1","m","BH1","4202",1.1499295179622
"BR1","m","BH1","4203",0.945718169138133
"BR1","m","BH1","4204",1.05238882622509
"BR1","m","BH1","4205",1.26279706038104
"BR1","m","BH1","4206",1.08103153354487
"BR1","m","BH1","4301",0.862101963178915
"BR1","m","BH1","4302",0.977811695271583
"BR1","m","BH1","4303",0.993488808589359
"BR1","m","BH1","4304",0.971875680656512
"BR1","m","BH1","4305",1.10820246887459
"BR1","m","BH1","4306",0.986081923837695
"BR1","m","BH1","4307",1.02710862641104
"BR1","m","BH1","5001",0.549336848279054
"BR1","m","BH1","5002",1.45519903892106
"BR1","m","BH1","5003",0.867014056314721
"BR1","m","BH1","5004",0.631094270766821
"BR1","m","BH1","5101",6.91269163921525
"BR1","m","BH1","5102",1.23753932930318
"BR1","m","BH1","5103",0.612059411718187
"BR1","m","BH1","5104",1.6548205392963
"BR1","m","BH1","5105",0.82478621962614
"BR1","m","BH1","5201",0.444320775822975
"BR1","m","BH1","5202",0.50481143412538
"BR1","m","BH1","5203",1.03215772827598
"BR1","m","BH1","5204",1.58813152528235
"BR1","m","BH1","5205",0.709510595151099
"BR1","m","BH1","5301",0.960735927607116
"BR1","m","BH2","1101",0.963717449919112
"BR1","m","BH2","1102",0.725751055616327
"BR1","m","BH2","1201",1.04201188924316
"BR1","m","BH2","1202",1.0085507254452
"BR1","m","BH2","1301",0.106140227271231
"BR1","m","BH2","1302",0.177857249996984
"BR1","m","BH2","1303",0.956529986029042
"BR1","m","BH2","1304",0.302736973804909
"BR1","m","BH2","1401",0.243331396663226
"BR1","m","BH2","1402",0.191945132148738
"BR1","m","BH2","1501",0.962821773093847
"BR1","m","BH2","1502",0.849165752455133
"BR1","m","BH2","1503",1.03727172231549
"BR1","m","BH2","1504",0.842710705746946
"BR1","m","BH2","1505",0.47494866942246
"BR1","m","BH2","1506",0.701794769084615
"BR1","m","BH2","1601",0.163688902853425
"BR1","m","BH2","1602",0.976136187464295
"BR1","m","BH2","1701",0.581469357081795
"BR1","m","BH2","1702",0.730223837396552
"BR1","m","BH2","2101",0.728589138726676
"BR1","m","BH2","2102",0.625561124677713
"BR1","m","BH2","2103",0.759453650872502
"BR1","m","BH2","2104",0.759835333952143
"BR1","m","BH2","2105",0.464890192179911
"BR1","m","BH2","2201",0.84311664874889
"BR1","m","BH2","2202",0.729402650224254
"BR1","m","BH2","2203",0.390238444805249
"BR1","m","BH2","2204",0.419456491587172
"BR1","m","BH2","2301",0.490793741937576
"BR1","m","BH2","2302",0.698253330994191
"BR1","m","BH2","2303",0.92100574847903
"BR1","m","BH2","2304",0.486969263682176
"BR1","m","BH2","2305",0.944766403194879
"BR1","m","BH2","2306",0.694483251602257
"BR1","m","BH2","2307",0.55954354144723
"BR1","m","BH2","2401",0.867718789279714
"BR1","m","BH2","2402",0.975999564656539
"BR1","m","BH2","2403",0.833380331514345
"BR1","m","BH2","2404",0.906528332108034
"BR1","m","BH2","2501",0.890754668685357
"BR1","m","BH2","2502",0.930780483325627
"BR1","m","BH2","2503",0.960070317585542
"BR1","m","BH2","2504",0.92434091159717
"BR1","m","BH2","2601",0.904331806551873
"BR1","m","BH2","2602",0.757582337466842
"BR1","m","BH2","2603",0.929474881521024
"BR1","m","BH2","2604",1.121373482743
"BR1","m","BH2","2605",0.993414490230062
"BR1","m","BH2","2701",0.878241217510929
"BR1","m","BH2","2702",0.957373767672755
"BR1","m","BH2","2703",0.952458952458855
"BR1","m","BH2","2801",0.962119360743793
"BR1","m","BH2","2802",0.968009160928487
"BR1","m","BH2","2803",0.971737125291728
"BR1","m","BH2","2901",0.503594392662293
"BR1","m","BH2","2902",0.838260315972208
"BR1","m","BH2","2903",0.707397608680404
"BR1","m","BH2","2904",0.623739997816675
"BR1","m","BH2","2905",0.996937768775709
"BR1","m","BH2","2906",0.718190543672001
"BR1","m","BH2","2907",0.950253199488247
"BR1","m","BH2","3101",0.939428478876371
"BR1","m","BH2","3102",0.940141261312089
"BR1","m","BH2","3103",0.998009247474283
